"date","song","artist","index"
1986-12-13,"Hell And High Water","T. Graham Brown",0
1986-12-20,"Too Much Is Not Enough","Bellamy Brothers With the Forester Sisters",0
1986-12-27,"Mind Your Own Business","Hank Williams Jr.",0
1987-01-03,"Mind Your Own Business","Hank Williams Jr.",0
1987-01-10,"Give Me Wings","Michael Johnson",0
1987-01-17,"What Am I Gonna Do About You","Reba McEntire",0
1987-01-24,"Cry Myself To Sleep","The Judds",0
1987-01-31,"You Still Move Me","Dan Seals",0
1987-02-07,"Leave Me Lonely","Gary Morris",0
1987-02-14,"How Do I Turn You On","Ronnie Milsap",0
1987-02-21,"Straight To The Heart","Crystal Gayle",0
1987-02-28,"I Can t Win For Losin You","Earl Thomas Conley",0
1987-03-07,"Mornin Ride","Lee Greenwood",0
1987-03-14,"Baby s Got A New Baby","Schuyler, Knobloch And Bickhardt",0
1987-03-21,"I ll Still Be Loving You","Restless Heart",0
1987-03-28,"Small Town Girl","Steve Wariner",0
1987-04-04,"Ocean Front Property","George Strait",0
1987-04-11,"You ve Got The Touch","Alabama",0
1987-04-18,"Kids Of The Baby Boom","The Bellamy Brothers",0
1987-04-25,"Rose In Paradise","Waylon Jennings",0
1987-05-02,"Don t Go To Strangers","T. Graham Brown",0
1987-05-09,"The Moon Is Still Over Her Shoulder","Michael Johnson",0
1987-05-16,"To Know Him Is To Love Him","Dolly Parton, Linda Ronstadt, Emmylou Harris",0
1987-05-23,"Can t Stop My Heart From Loving You","The O Kanes",0
1987-05-30,"It Takes A Little Rain","The Oak Ridge Boys",0
1987-06-06,"I Will Be There","Dan Seals",0
1987-06-13,"Forever And Ever, Amen","Randy Travis",0
1987-06-20,"Forever And Ever, Amen","Randy Travis",0
1987-06-27,"Forever And Ever, Amen","Randy Travis",0
1987-07-04,"That Was A Close One","Earl Thomas Conley",0
1987-07-11,"All My Ex s Live In Texas","George Strait",0
1987-07-18,"I Know Where I m Going","The Judds",0
1987-07-25,"The Weekend","Steve Wariner",0
1987-08-01,"Snap Your Fingers","Ronnie Milsap",0
1987-08-08,"One Promise Too Late","Reba McEntire",0
1987-08-15,"A Long Line Of Love","Michael Martin Murphey",0
1987-08-22,"Why Does It Have To Be (Wrong Or Right)","Restless Heart",0
1987-08-29,"Born To Boogie","Hank Williams Jr.",0
1987-09-05,"She s Too Good To Be True","Exile",0
1987-09-12,"Make No Mistake, She s Mine","Kenny Rogers",0
1987-09-19,"This Crazy Love","The Oak Ridge Boys",0
1987-09-26,"Three Time Loser","Dan Seals",0
1987-10-03,"You Again","The Forester Sisters",0
1987-10-10,"The Way We Make A Broken Heart","Rosanne Cash",0
1987-10-17,"Fishin' In The Dark","The Nitty Gritty Dirt Band",0
1987-10-24,"Shine, Shine, Shine","Eddy Raven",0
1987-10-31,"Right From The Start","Earl Thomas Conley",0
1987-11-07,"Am I Blue","George Strait",0
1987-11-14,"Maybe Your Baby s Got The Blues","The Judds",0
1987-11-21,"I Won t Need You Anymore (Always And Forever)","Randy Travis",0
1987-11-28,"Lynda","Steve Wariner",0
1987-12-05,"Somebody Lied","Ricky Van Shelton",0
1987-12-12,"The Last One To Know","Reba McEntire",0
1987-12-19,"Do Ya","K.T. Oslin",0
1987-12-26,"Somewhere Tonight","Highway 101",0
1988-01-02,"Somewhere Tonight","Highway 101",0
1988-01-09,"I Can t Get Close Enough","Exile",0
1988-01-16,"One Friend","Dan Seals",0
1988-01-23,"Where Do The Nights Go","Ronnie Milsap",0
1988-01-30,"Goin Gone","Kathy Mattea",0
1988-02-06,"Wheels","Restless Heart",0
1988-02-13,"Tennessee Flat Top Box","Rosanne Cash",0
1988-02-20,"Twinkle, Twinkle Lucky Star","Merle Haggard",0
1988-02-27,"I Won t Take Less Than Your Love","Tanya Tucker With Paul Davis",0
1988-03-05,"Face To Face","Alabama",0
1988-03-12,"Too Gone Too Long","Randy Travis",0
1988-03-19,"Life Turned Her That Way","Ricky Van Shelton",0
1988-03-26,"Turn It Loose","The Judds",0
1988-04-02,"Love Will Find Its Way To You","Reba McEntire",0
1988-04-09,"Famous Last Words Of A Fool","George Strait",0
1988-04-16,"I Wanna Dance With You","Eddie Rabbitt",0
1988-04-23,"I ll Always Come Back","K.T. Oslin",0
1988-04-30,"It s Such A Small World","Rodney Crowell And Rosanne Cash",0
1988-05-07,"Cry, Cry, Cry","Highway 101",0
1988-05-14,"I'm Gonna Get You","Eddy Raven",0
1988-05-21,"Eighteen Wheels And A Dozen Roses","Kathy Mattea",0
1988-05-28,"Eighteen Wheels And A Dozen Roses","Kathy Mattea",0
1988-06-04,"What She Is (Is A Woman In Love)","Earl Thomas Conley",0
1988-06-11,"I Told You So","Randy Travis",0
1988-06-18,"I Told You So","Randy Travis",0
1988-06-25,"He s Back And I m Blue","The Desert Rose Band",0
1988-07-02,"If It Don t Come Easy","Tanya Tucker",0
1988-07-09,"Fallin Again","Alabama",0
1988-07-16,"If You Change Your Mind","Rosanne Cash",0
1988-07-23,"Set 'Em Up Joe","Vern Gosdin",0
1988-07-30,"Don't We All Have The Right","Ricky Van Shelton",0
1988-08-06,"Baby Blue","George Strait",0
1988-08-13,"Don t Close Your Eyes","Keith Whitley",0
1988-08-20,"Bluest Eyes In Texas","Restless Heart",0
1988-08-27,"The Wanderer","Eddie Rabbitt",0
1988-09-03,"I Couldn t Leave You If I Tried","Rodney Crowell",0
1988-09-10,"(Do You Love Me) Just Say Yes","Highway 101",0
1988-09-17,"Joe Knows How To Live","Eddy Raven",0
1988-09-24,"Addicted","Dan Seals",0
1988-10-01,"We Believe In Happy Endings","Earl Thomas Conley With Emmylou Harris",0
1988-10-08,"Honky Tonk Moon","Randy Travis",0
1988-10-15,"Streets Of Bakersfield","Dwight Yoakam",0
1988-10-22,"Strong Enough To Bend","Tanya Tucker",0
1988-10-29,"Gonna Take A Lot Of River","The Oak Ridge Boys",0
1988-11-05,"Darlene","T. Graham Brown",0
1988-11-12,"Runaway Train","Rosanne Cash",0
1988-11-19,"I ll Leave This World Loving You","Ricky Van Shelton",0
1988-11-26,"I ll Leave This World Loving You","Ricky Van Shelton",0
1988-12-03,"I Know How He Feels","Reba McEntire",0
1988-12-10,"If You Ain t Lovin (You Ain t Livin )","George Strait",0
1988-12-17,"A Tender Lie","Restless Heart",0
1988-12-24,"When You Say Nothing At All","Keith Whitley",0
1988-12-31,"When You Say Nothing At All","Keith Whitley",0
1989-01-07,"Hold Me","K.T. Oslin",0
1989-01-14,"Change Of Heart","The Judds",0
1989-01-21,"She s Crazy For Leaving","Rodney Crowell",0
1989-01-28,"Deeper Than The Holler","Randy Travis",0
1989-02-04,"What I d Say","Earl Thomas Conley",0
1989-02-11,"Song Of The South","Alabama",0
1989-02-18,"Big Wheels In The Moonlight","Dan Seals",0
1989-02-25,"I Sang Dixie","Dwight Yoakam",0
1989-03-04,"I Still Believe In You","The Desert Rose Band",0
1989-03-11,"Don t You Ever Get Tired (Of Hurting Me)","Ronnie Milsap",0
1989-03-18,"From A Jack To A King","Ricky Van Shelton",0
1989-03-25,"New Fool At An Old Game","Reba McEntire",0
1989-04-01,"Baby s Gotten Good At Goodbye","George Strait",0
1989-04-08,"I m No Stranger To The Rain","Keith Whitley",0
1989-04-15,"I m No Stranger To The Rain","Keith Whitley",0
1989-04-22,"The Church On Cumberland Road","Shenandoah",0
1989-04-29,"The Church On Cumberland Road","Shenandoah",0
1989-05-06,"Young Love (Strong Love)","The Judds",0
1989-05-13,"Is It Still Over","Randy Travis",0
1989-05-20,"If I Had You","Alabama",0
1989-05-27,"After All This Time","Rodney Crowell",0
1989-06-03,"Where Did I Go Wrong","Steve Wariner",0
1989-06-10,"Better Man","Clint Black",0
1989-06-17,"Love Out Loud","Earl Thomas Conley",0
1989-06-24,"I Don t Want To Spoil The Party","Rosanne Cash",0
1989-07-01,"Come From The Heart","Kathy Mattea",0
1989-07-08,"Lovin Only Me","Ricky Skaggs",0
1989-07-15,"In A Letter To You","Eddy Raven",0
1989-07-22,"What s Going On In Your World","George Strait",0
1989-07-29,"Cathy s Clown","Reba McEntire",0
1989-08-05,"Why d You Come In Here Lookin Like That","Dolly Parton",0
1989-08-12,"Timber I m Falling In Love","Patty Loveless",0
1989-08-19,"Sunday In The South","Shenandoah",0
1989-08-26,"Are You Ever Gonna Love Me","Holly Dunn",0
1989-09-02,"I m Still Crazy","Vern Gosdin",0
1989-09-09,"I Wonder Do You Think Of Me","Keith Whitley",0
1989-09-16,"Nothing I Can Do About It Now","Willie Nelson",0
1989-09-23,"Above And Beyond","Rodney Crowell",0
1989-09-30,"Let Me Tell You About Love","The Judds",0
1989-10-07,"I Got Dreams","Steve Wariner",0
1989-10-14,"Killin Time","Clint Black",0
1989-10-21,"Living Proof","Ricky Van Shelton",0
1989-10-28,"High Cotton","Alabama",0
1989-11-04,"Ace In The Hole","George Strait",0
1989-11-11,"Burnin Old Memories","Kathy Mattea",0
1989-11-18,"Bayou Boys","Eddy Raven",0
1989-11-25,"Yellow Roses","Dolly Parton",0
1989-12-02,"It s Just A Matter Of Time","Randy Travis",0
1989-12-09,"If Tomorrow Never Comes","Garth Brooks",0
1989-12-16,"Two Dozen Roses","Shenandoah",0
1989-12-23,"A Woman In Love","Ronnie Milsap",0
1989-12-30,"Who s Lonely Now","Highway 101",0
1990-01-06,"Who s Lonely Now","Highway 101",0
1990-01-13,"It Ain t Nothin","Keith Whitley",0
1990-01-20,"Nobody s Home","Clint Black",0
1990-01-27,"Nobody s Home","Clint Black",0
1990-02-03,"Nobody s Home","Clint Black",0
1990-02-10,"Southern Star","Alabama",0
1990-02-17,"On Second Thought","Eddie Rabbitt",0
1990-02-24,"On Second Thought","Eddie Rabbitt",0
1990-03-03,"No Matter How High","The Oak Ridge Boys",0
1990-03-10,"Chains","Patty Loveless",0
1990-03-17,"Hard Rock Bottom Of Your Heart","Randy Travis",0
1990-03-24,"Hard Rock Bottom Of Your Heart","Randy Travis",0
1990-03-31,"Hard Rock Bottom Of Your Heart","Randy Travis",0
1990-04-07,"Hard Rock Bottom Of Your Heart","Randy Travis",0
1990-04-14,"Five Minutes","Lorrie Morgan",0
1990-04-21,"Love On Arrival","Dan Seals",0
1990-04-28,"Love On Arrival","Dan Seals",0
1990-05-05,"Love On Arrival","Dan Seals",0
1990-05-12,"Help Me Hold On","Travis Tritt",0
1990-05-19,"Walkin Away","Clint Black",0
1990-05-26,"Walkin Away","Clint Black",0
1990-06-02,"I ve Cried My Last Tear For You","Ricky Van Shelton",0
1990-06-09,"Love Without End, Amen","George Strait",0
1990-06-16,"Love Without End, Amen","George Strait",0
1990-06-23,"Love Without End, Amen","George Strait",0
1990-06-30,"Love Without End, Amen","George Strait",0
1990-07-07,"Love Without End, Amen","George Strait",0
1990-07-14,"The Dance","Garth Brooks",0
1990-07-21,"The Dance","Garth Brooks",0
1990-07-28,"The Dance","Garth Brooks",0
1990-08-04,"Good Times","Dan Seals",0
1990-08-11,"Good Times","Dan Seals",0
1990-08-18,"Next To You, Next To Me","Shenandoah",0
1990-08-25,"Next To You, Next To Me","Shenandoah",0
1990-09-01,"Next To You, Next To Me","Shenandoah",0
1990-09-08,"Jukebox In My Mind","Alabama",0
1990-09-15,"Jukebox In My Mind","Alabama",0
1990-09-22,"Jukebox In My Mind","Alabama",0
1990-09-29,"Jukebox In My Mind","Alabama",0
1990-10-06,"Friends In Low Places","Garth Brooks",0
1990-10-13,"Friends In Low Places","Garth Brooks",0
1990-10-20,"Friends In Low Places","Garth Brooks",0
1990-10-27,"Friends In Low Places","Garth Brooks",0
1990-11-03,"You Lie","Reba McEntire",0
1990-11-10,"Home","Joe Diffie",0
1990-11-17,"You Really Had Me Going","Holly Dunn",0
1990-11-24,"Come Next Monday","K.T. Oslin",0
1990-12-01,"Come Next Monday","K.T. Oslin",0
1990-12-08,"I ve Come To Expect It From You","George Strait",0
1990-12-15,"I ve Come To Expect It From You","George Strait",0
1990-12-22,"I ve Come To Expect It From You","George Strait",0
1990-12-29,"I ve Come To Expect It From You","George Strait",0
1991-01-05,"I ve Come To Expect It From You","George Strait",0
1991-01-12,"Unanswered Prayers","Garth Brooks",0
1991-01-19,"Unanswered Prayers","Garth Brooks",0
1991-01-26,"Forever s As Far As I ll Go","Alabama",0
1991-02-02,"Daddy s Come Around","Paul Overstreet",0
1991-02-09,"Brother Jukebox","Mark Chesnutt",0
1991-02-16,"Brother Jukebox","Mark Chesnutt",0
1991-02-23,"Walk On Faith","Mike Reid",0
1991-03-02,"Walk On Faith","Mike Reid",0
1991-03-09,"I d Love You All Over Again","Alan Jackson",0
1991-03-16,"I d Love You All Over Again","Alan Jackson",0
1991-03-23,"Loving Blind","Clint Black",0
1991-03-30,"Loving Blind","Clint Black",0
1991-04-06,"Two Of A Kind, Workin On A Full House","Garth Brooks",0
1991-04-13,"Down Home","Alabama",0
1991-04-20,"Down Home","Alabama",0
1991-04-27,"Down Home","Alabama",0
1991-05-04,"Rockin Years","Dolly Parton With Ricky Van Shelton",0
1991-05-11,"If I Know Me","George Strait",0
1991-05-18,"If I Know Me","George Strait",0
1991-05-25,"In A Different Light","Doug Stone",0
1991-06-01,"Meet In The Middle","Diamond Rio",0
1991-06-08,"Meet In The Middle","Diamond Rio",0
1991-06-15,"If The Devil Danced (In Empty Pockets)","Joe Diffie",0
1991-06-22,"The Thunder Rolls","Garth Brooks",0
1991-06-29,"The Thunder Rolls","Garth Brooks",0
1991-07-06,"Don t Rock The Jukebox","Alan Jackson",0
1991-07-13,"Don t Rock The Jukebox","Alan Jackson",0
1991-07-20,"Don t Rock The Jukebox","Alan Jackson",0
1991-07-27,"I Am A Simple Man","Ricky Van Shelton",0
1991-08-03,"She s In Love With The Boy","Trisha Yearwood",0
1991-08-10,"She s In Love With The Boy","Trisha Yearwood",0
1991-08-17,"You Know Me Better Than That","George Strait",0
1991-08-24,"You Know Me Better Than That","George Strait",0
1991-08-31,"You Know Me Better Than That","George Strait",0
1991-09-07,"Brand New Man","Brooks",0
1991-09-14,"Brand New Man","Brooks",0
1991-09-21,"Leap Of Faith","Lionel Cartwright",0
1991-09-28,"Where Are You Now","Clint Black",0
1991-10-05,"Where Are You Now","Clint Black",0
1991-10-12,"Keep It Between The Lines","Ricky Van Shelton",0
1991-10-19,"Keep It Between The Lines","Ricky Van Shelton",0
1991-10-26,"Anymore","Travis Tritt",0
1991-11-02,"Anymore","Travis Tritt",0
1991-11-09,"Someday","Alan Jackson",0
1991-11-16,"Shameless","Garth Brooks",0
1991-11-23,"Shameless","Garth Brooks",0
1991-11-30,"Forever Together","Randy Travis",0
1991-12-07,"For My Broken Heart","Reba McEntire",0
1991-12-14,"For My Broken Heart","Reba McEntire",0
1991-12-21,"My Next Broken Heart","Brooks",0
1991-12-28,"My Next Broken Heart","Brooks",0
1992-01-04,"Love, Me","Collin Raye",0
1992-01-11,"Love, Me","Collin Raye",0
1992-01-18,"Love, Me","Collin Raye",0
1992-01-25,"Sticks And Stones","Tracy Lawrence",0
1992-02-01,"A Jukebox With A Country Song","Doug Stone",0
1992-02-08,"A Jukebox With A Country Song","Doug Stone",0
1992-02-15,"What She s Doing Now","Garth Brooks",0
1992-02-22,"What She s Doing Now","Garth Brooks",0
1992-02-29,"What She s Doing Now","Garth Brooks",0
1992-03-07,"What She s Doing Now","Garth Brooks",0
1992-03-14,"Straight Tequila Night","John Anderson",0
1992-03-21,"Dallas","Alan Jackson",0
1992-03-28,"Is There Life Out There","Reba McEntire",0
1992-04-04,"Is There Life Out There","Reba McEntire",0
1992-04-11,"She Is His Only Need","Wynonna",0
1992-04-18,"There Ain t Nothin Wrong With The Radio","Aaron Tippin",0
1992-04-25,"There Ain t Nothin Wrong With The Radio","Aaron Tippin",0
1992-05-02,"There Ain t Nothin Wrong With The Radio","Aaron Tippin",0
1992-05-09,"Neon Moon","Brooks",0
1992-05-16,"Neon Moon","Brooks",0
1992-05-23,"Some Girls Do","Sawyer Brown",0
1992-05-30,"Achy Breaky Heart","Billy Ray Cyrus",0
1992-06-06,"Achy Breaky Heart","Billy Ray Cyrus",0
1992-06-13,"Achy Breaky Heart","Billy Ray Cyrus",0
1992-06-20,"Achy Breaky Heart","Billy Ray Cyrus",0
1992-06-27,"Achy Breaky Heart","Billy Ray Cyrus",0
1992-07-04,"I Saw The Light","Wynonna",0
1992-07-11,"I Saw The Light","Wynonna",0
1992-07-18,"I Saw The Light","Wynonna",0
1992-07-25,"The River","Garth Brooks",0
1992-08-01,"Boot Scootin Boogie","Brooks",0
1992-08-08,"Boot Scootin Boogie","Brooks",0
1992-08-15,"Boot Scootin Boogie","Brooks",0
1992-08-22,"Boot Scootin Boogie","Brooks",0
1992-08-29,"I ll Think Of Something","Mark Chesnutt",0
1992-09-05,"I Still Believe In You","Vince Gill",0
1992-09-12,"I Still Believe In You","Vince Gill",0
1992-09-19,"Love s Got A Hold On You","Alan Jackson",0
1992-09-26,"Love s Got A Hold On You","Alan Jackson",0
1992-10-03,"In This Life","Collin Raye",0
1992-10-10,"In This Life","Collin Raye",0
1992-10-17,"If I Didn t Have You","Randy Travis",0
1992-10-24,"No One Else On Earth","Wynonna",0
1992-10-31,"No One Else On Earth","Wynonna",0
1992-11-07,"No One Else On Earth","Wynonna",0
1992-11-14,"No One Else On Earth","Wynonna",0
1992-11-21,"I m In A Hurry (And Don t Know Why)","Alabama",0
1992-11-28,"I m In A Hurry (And Don t Know Why)","Alabama",0
1992-12-05,"I Cross My Heart","George Strait",0
1992-12-12,"I Cross My Heart","George Strait",0
1992-12-19,"She s Got The Rhythm (And I Got The Blues)","Alan Jackson",0
1992-12-26,"Don t Let Our Love Start Slippin Away","Vince Gill",0
1993-01-02,"Don t Let Our Love Start Slippin Away","Vince Gill",0
1993-01-09,"Don t Let Our Love Start Slippin Away","Vince Gill",0
1993-01-16,"Somewhere Other Than The Night","Garth Brooks",0
1993-01-23,"Look Heart, No Hands","Randy Travis",0
1993-01-30,"Look Heart, No Hands","Randy Travis",0
1993-02-06,"Too Busy Being In Love","Doug Stone",0
1993-02-13,"Can I Trust You With My Heart","Travis Tritt",0
1993-02-20,"Can I Trust You With My Heart","Travis Tritt",0
1993-02-27,"What Part Of No","Lorrie Morgan",0
1993-03-06,"What Part Of No","Lorrie Morgan",0
1993-03-13,"What Part Of No","Lorrie Morgan",0
1993-03-20,"Heartland","George Strait",0
1993-03-27,"When My Ship Comes In","Clint Black",0
1993-04-03,"When My Ship Comes In","Clint Black",0
1993-04-10,"The Heart Won t Lie","Reba McEntire",0
1993-04-17,"The Heart Won t Lie","Reba McEntire",0
1993-04-24,"She Don t Know She s Beautiful","Sammy Kershaw",0
1993-05-01,"Alibis","Tracy Lawrence",0
1993-05-08,"Alibis","Tracy Lawrence",0
1993-05-15,"I Love The Way You Love Me","John Michael Montgomery",0
1993-05-22,"I Love The Way You Love Me","John Michael Montgomery",0
1993-05-29,"I Love The Way You Love Me","John Michael Montgomery",0
1993-06-05,"Should ve Been A Cowboy","Toby Keith",0
1993-06-12,"Should ve Been A Cowboy","Toby Keith",0
1993-06-19,"Blame It On Your Heart","Patty Loveless",0
1993-06-26,"Blame It On Your Heart","Patty Loveless",0
1993-07-03,"That Summer","Garth Brooks",0
1993-07-10,"Money In The Bank","John Anderson",0
1993-07-17,"Chattahoochee","Alan Jackson",0
1993-07-24,"Chattahoochee","Alan Jackson",0
1993-07-31,"Chattahoochee","Alan Jackson",0
1993-08-07,"Chattahoochee","Alan Jackson",0
1993-08-14,"It Sure Is Monday","Mark Chesnutt",0
1993-08-21,"Why Didn t I Think Of That","Doug Stone",0
1993-08-28,"Can t Break It To My Heart","Tracy Lawrence",0
1993-09-04,"Thank God For You","Sawyer Brown",0
1993-09-11,"Thank God For You","Sawyer Brown",0
1993-09-18,"Ain t Going Down (Til The Sun Comes Up)","Garth Brooks",0
1993-09-25,"Holdin Heaven","Tracy Byrd",0
1993-10-02,"Ain t Going Down (Til The Sun Comes Up)","Garth Brooks",0
1993-10-09,"One More Last Chance","Vince Gill",0
1993-10-16,"What s It To You","Clay Walker",0
1993-10-23,"Easy Come, Easy Go","George Strait",0
1993-10-30,"Easy Come, Easy Go","George Strait",0
1993-11-06,"Does He Love You","Reba McEntire With Linda Davis",0
1993-11-13,"She Used To Be Mine","Brooks",0
1993-11-20,"Almost Goodbye","Mark Chesnutt",0
1993-11-27,"Reckless","Alabama",0
1993-12-04,"American Honky-Tonk Bar Association","Garth Brooks",0
1993-12-11,"My Second Home","Tracy Lawrence",0
1993-12-18,"I Don't Call Him Daddy","Doug Supernaw",0
1993-12-25,"I Don't Call Him Daddy","Doug Supernaw",0
1994-01-01,"Wild One","Faith Hill",0
1994-01-08,"Wild One","Faith Hill",0
1994-01-15,"Wild One","Faith Hill",0
1994-01-22,"Wild One","Faith Hill",0
1994-01-29,"Live Until I Die","Clay Walker",0
1994-02-05,"I Swear","John Michael Montgomery",0
1994-02-12,"I Swear","John Michael Montgomery",0
1994-02-19,"I Swear","John Michael Montgomery",0
1994-02-26,"I Swear","John Michael Montgomery",0
1994-03-05,"I Just Wanted You To Know","Mark Chesnutt",0
1994-03-12,"Tryin To Get Over You","Vince Gill",0
1994-03-19,"No Doubt About It","Neal McCoy",0
1994-03-26,"No Doubt About It","Neal McCoy",0
1994-04-02,"My Love","Little Texas",0
1994-04-09,"My Love","Little Texas",0
1994-04-16,"If The Good Die Young","Tracy Lawrence",0
1994-04-23,"If The Good Die Young","Tracy Lawrence",0
1994-04-30,"Piece Of My Heart","Faith Hill",0
1994-05-07,"A Good Run Of Bad Luck","Clint Black",0
1994-05-14,"If Bubba Can Dance (I Can Too)","Shenandoah",0
1994-05-21,"Your Love Amazes Me","John Berry",0
1994-05-28,"Don t Take The Girl","Tim McGraw",0
1994-06-04,"Don t Take The Girl","Tim McGraw",0
1994-06-11,"That Ain t No Way To Go","Brooks",0
1994-06-18,"Wink","Neal McCoy",0
